id	name	description
pvi149	Xavier Vives	University of Navarra -> IESE Business School; University of Navarra -> IESE Business School -> Public-Private Sector Research Center (rank: 225, publications: 315)
pbr142	William A. Brock	University of Wisconsin-Madison -> Economics Department; University of Missouri -> Economics Department (rank: 226, publications: 243)
pwr2	Randall Wright	University of Wisconsin-Madison -> Economics Department; University of Wisconsin-Madison -> School of Business -> Department of Finance, Investment and Banking (rank: 227, publications: 193)
pba9	Badi Baltagi	Syracuse University -> Maxwell School -> Center for Policy Research; Leicester University -> Department of Economics; Syracuse University -> Maxwell School -> Department of Economics (rank: 228, publications: 342)
pma528	James R. Markusen	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); University of Colorado -> Department of Economics (rank: 229, publications: 169)
pgr12	Jeremy Greenwood	University of Pennsylvania -> Department of Economics (rank: 231, publications: 218)
pmc7	Daniel L. McFadden	University of Southern California -> Department of Economics; University of California-Berkeley -> Department of Economics; University of Southern California -> Sol Price School of Public Policy (rank: 233, publications: 135)
pch377	Pierre Chiappori	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 234, publications: 189)
pha54	Bronwyn H Hall	National Bureau of Economic Research (NBER); Institute for Fiscal Studies (IFS); University of California-Berkeley -> Department of Economics; Max Planck Society -> Max Planck Institute for Innovation and Competition -> Munich Center for Innovation and Entrepreneurship Research (MCIER) (rank: 236, publications: 232)
phe30	J. Vernon Henderson	London School of Economics (LSE) -> Department of Geography and Environment (rank: 237, publications: 150)
pga41	Douglas Gale	New York University (NYU) -> Department of Economics (rank: 238, publications: 177)
pgi102	Victor A. Ginsburgh	Free University of Brussels -> Solvay Brussels School of Economics and Management -> European Centre for Advanced Research in Economics and Statistics (ECARES); Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE) (rank: 239, publications: 473)
psa510	Xavier Sala-i-Martin	Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business; Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 240, publications: 132)
ple92	Thomas Lemieux	National Bureau of Economic Research (NBER); University of British Columbia -> Vancouver School of Economics (rank: 241, publications: 116)
pba53	Jushan Bai	Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 242, publications: 95)
ple74	Lung-Fei Lee	Ohio State University -> Department of Economics (rank: 243, publications: 138)
pen14	Charles Engel	University of Wisconsin-Madison -> Economics Department (rank: 244, publications: 225)
pbe697	Marianne Bertrand	University of Chicago -> Booth School of Business (rank: 245, publications: 65)
pro57	Jean Charles Rochet	Swiss Finance Institute; University of Zurich -> Faculty of Economics -> Department of Banking and Finance (Swiss Banking Institute); Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 246, publications: 244)
pze7	Richard Zeckhauser	National Bureau of Economic Research (NBER); Harvard University -> Kennedy School of Government -> Mossavar-Rahmani Center for Business and Government (rank: 247, publications: 287)
pti51	Sheridan Titman	University of Texas-Austin -> McCombs School of Business -> Department of Finance (rank: 248, publications: 104)
ppe28	Torsten Persson	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Economics Department; Stockholm University -> Institute for International Economic Studies (IIES) (rank: 249, publications: 180)
pja49	Adam Jaffe	National Bureau of Economic Research (NBER); Motu: Economic & Public Policy Research (rank: 250, publications: 111)
pma110	Stephen Machin	Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Economics Department; London School of Economics (LSE) -> Centre for Economic Performance (CEP) (rank: 251, publications: 350)
pky2	Finn E. Kydland	University of California-Santa Barbara (UCSB) -> Department of Economics; Carnegie Mellon University -> Tepper School of Business Administration (rank: 252, publications: 105)
pme144	Costas Meghir	Institute for Fiscal Studies (IFS) -> ESRC Centre for the Microeconomic Analysis of Public Policy (CPP); Yale University -> Economics Department (rank: 253, publications: 218)
ppi130	Robert S. Pindyck	Massachusetts Institute of Technology (MIT) -> Sloan School of Management (rank: 254, publications: 145)
pgt1	Werner Güth	International Free University of Social Sciences Guido Carli -> Department of Economics and Finance; Max Planck Society -> Max Planck Institute for Research on Collective Goods; Frankfurt School of Finance and Management (rank: 255, publications: 484)
pwe42	Rafał Weron	Wroclaw University of Technology -> Hugo Steinhaus Center for Stochastic Methods; Wroclaw University of Technology -> Faculty of Computer Science and Management (rank: 256, publications: 163)
pcl16	Stijn Claessens	Bank for International Settlements (BIS); Federal Reserve Board (Board of Governors of the Federal Reserve System); Centre for Economic Policy Research (CEPR); Tinbergen Institute; International Monetary Fund (IMF) -> Research Department; University of Amsterdam -> Faculty of Economics and Business -> Finance Group (rank: 257, publications: 260)
pta36	Mark P. Taylor	Centre for Economic Policy Research (CEPR); University of Warwick -> Warwick Business School (rank: 258, publications: 233)
phe517	David A. Hensher	University of Sydney -> Business School -> Institute of Transport and Logistics Studies (ITLS) (rank: 259, publications: 270)
ppa56	Marco Pagano	Centre for Economic Policy Research (CEPR); Centre for Studies in Economics and Finance; Einaudi Institute for Economics and Finance (rank: 260, publications: 242)
pva185	Frederick (Rick) van der Ploeg	Oxford University -> Department of Economics; Oxford University -> Department of Economics -> Oxford Centre for the Analysis of Resource-Rich Economies (OxCarre) (rank: 261, publications: 362)
ple60	Josh Lerner	National Bureau of Economic Research (NBER); Harvard University -> Harvard Business School (rank: 262, publications: 166)
pwa71	Gert G. Wagner	German Institute for Economic Research (DIW) -> Research Infrastructure ""Socio-Economic Panel (SOEP)""; Technical University of Berlin -> Faculty of Economics and Management (rank: 263, publications: 418)
pbe478	Andrew B. Bernard	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); London School of Economics (LSE) -> Centre for Economic Performance (CEP); Dartmouth College -> Tuck School of Business (rank: 264, publications: 227)
pmc29	David Mckenzie	World Bank Group -> Economics Research; Harvard University -> Kennedy School of Government -> Bureau for Research in Economic Analysis of Development (BREAD); University of Waikato -> Waikato Management School -> Pacific Island New Zealand Migration Study (rank: 265, publications: 313)
pbr221	Martin Browning	Oxford University -> Department of Economics (rank: 266, publications: 184)
pno115	William D. Nordhaus	Yale University -> Cowles Foundation for Research in Economics; Yale University -> Economics Department (rank: 267, publications: 163)
pth44	Anjan V. Thakor	Washington University in St. Louis -> Olin School of Business (rank: 268, publications: 179)
pdi80	Douglas W. Diamond	University of Chicago -> Booth School of Business (rank: 269, publications: 57)
psm33	Frank Rafael Smets	Centre for Economic Policy Research (CEPR); European Central Bank; University of Leuven -> Faculty of Business and Economics -> Center for Economic Studies; Royal University of Groningen -> Faculty of Economics and Business; Royal University of Groningen -> Faculty of Economics and Business -> SOM Research Institute (rank: 270, publications: 162)
pso18	Robert M. Solow	Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 271, publications: 124)
pme30	Enrique G. Mendoza	National Bureau of Economic Research (NBER); University of Pennsylvania -> Department of Economics (rank: 272, publications: 187)
pba464	Kaushik Basu	Cornell University -> Department of Economics (rank: 273, publications: 229)
puh1	Harald Uhlig	University of Chicago -> Department of Economics; German Federal Bank (rank: 274, publications: 188)
pgo601	Claudia Goldin	Harvard University -> Department of Economics (rank: 275, publications: 158)
pas114	Simplice Anutechia Asongu	University of Liege -> School of Management; African Governance and Development Institute (AGDI); Brussels Free University -> Faculty of Economic, Social and Political Sciences and Solvay Management School -> Department of Business; Oxford Brookes University -> Department of Accounting, Finance and Economics (rank: 276, publications: 613)
pbe53	Jess Benhabib	New York University (NYU) -> Department of Economics (rank: 277, publications: 201)
pal67	Franklin Allen	University of Pennsylvania -> Wharton School of Business -> Financial Institutions Center; University of Pennsylvania -> Wharton School of Business -> Finance Department (rank: 278, publications: 207)
pgr20	Jonathan Gruber	National Bureau of Economic Research (NBER); Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 279, publications: 135)
